Entry	Entry Name	Gene Names	Protein names	Organism	Length	Reviewed	Annotation	Function [CC]	GeneID	RefSeq	KEGG	EMBL	Ensembl	EnsemblMetazoa	OrthoDB	PIR	InterPro	CCDS
A0A2Y9PH09	A0A2Y9PH09_DELLE	TIFAB	TRAF-interacting protein with FHA domain-containing protein B	Delphinapterus leucas (Beluga whale)	197	unreviewed	2.0			XP_022444561.1;	dle:111182464;		ENSDLET00000006370;				IPR000253;IPR008984;IPR033621;	
A0A2Y9PL45	A0A2Y9PL45_DELLE	POU4F3	POU domain protein	Delphinapterus leucas (Beluga whale)	338	unreviewed	2.0			XP_022445981.1;	dle:111183170;		ENSDLET00000004706;				IPR001387;IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR032961;IPR000327;	
A0A2Y9PVK1	A0A2Y9PVK1_DELLE	FOXI1	forkhead box protein I1	Delphinapterus leucas (Beluga whale)	378	unreviewed	2.0			XP_022450894.1;XP_022450895.1;XP_022450896.1;XP_022450897.1;XP_030618560.1;	dle:111185526;		ENSDLET00000018108;				IPR001766;IPR033065;IPR018122;IPR030456;IPR036388;IPR036390;	
A0A2Y9Q5Q8	A0A2Y9Q5Q8_DELLE	OTX1	homeobox protein OTX1	Delphinapterus leucas (Beluga whale)	355	unreviewed	2.0			XP_022452945.1;XP_030619062.1;	dle:111186530;		ENSDLET00000020886;				IPR009057;IPR017970;IPR001356;IPR003026;IPR003025;IPR013851;	
A0A2Y9S1F2	A0A2Y9S1F2_PHYMC	SOBP	sine oculis-binding protein homolog isoform X3	Physeter macrocephalus (Sperm whale) (Physeter catodon)	868	unreviewed	2.0			XP_023971282.1;	pcad:102976401;		ENSPCTT00005021456;				IPR026092;	
A0A2Y9S933	A0A2Y9S933_PHYMC	NKX3-2	homeobox protein Nkx-3.2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	327	unreviewed	2.0			XP_023974968.1;	pcad:102991236;		ENSPCTT00005028395;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9SGL3	A0A2Y9SGL3_PHYMC	BLOC1S5	Biogenesis of lysosome-related organelles complex 1 subunit 5 (Protein Muted homolog)	Physeter macrocephalus (Sperm whale) (Physeter catodon)	202	unreviewed	2.0			XP_023977573.1;	pcad:102984810;		ENSPCTT00005010769;				IPR017243;	
A0A2Y9SKQ3	A0A2Y9SKQ3_PHYMC	HMX3	homeobox protein HMX3	Physeter macrocephalus (Sperm whale) (Physeter catodon)	359	unreviewed	2.0			XP_023976925.1;	pcad:112064200;		ENSPCTT00005007109;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9SVA5	A0A2Y9SVA5_PHYMC	LRIG1	leucine-rich repeats and immunoglobulin-like domains protein 1 isoform X3	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1106	unreviewed	2.0			XP_023979724.1;	pcad:102989150;		ENSPCTT00005018282;				IPR000483;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR001611;IPR003591;IPR032675;IPR000372;	
A0A2Y9T7X8	A0A2Y9T7X8_PHYMC	DLX6	homeobox protein DLX-6	Physeter macrocephalus (Sperm whale) (Physeter catodon)	298	unreviewed	2.0			XP_023987031.1;	pcad:102981889;		ENSPCTT00005006585;				IPR009057;IPR017970;IPR001356;IPR020479;IPR000047;	
A0A2Y9TKG6	A0A2Y9TKG6_PHYMC	TSHZ1	teashirt homolog 1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1085	unreviewed	2.0			XP_023989740.2;	pcad:102987643;		ENSPCTT00005018821;				IPR001356;IPR027008;IPR026808;IPR013087;	
A0A340XP91	A0A340XP91_LIPVE	EYA1	Eyes absent homolog, EC 3.1.3.48	Lipotes vexillifer (Yangtze river dolphin)	398	unreviewed	2.0		103076381;	XP_007460850.1;							IPR038102;IPR028472;IPR028471;	
A0A341AZI7	A0A341AZI7_NEOAA	EYA1	Eyes absent homolog, EC 3.1.3.48	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	398	unreviewed	2.0			XP_024594772.1;							IPR038102;IPR028472;IPR028471;	
A0A455AWE4	A0A455AWE4_PHYMC	GRHL3	grainyhead-like protein 3 homolog	Physeter macrocephalus (Sperm whale) (Physeter catodon)	565	unreviewed	2.0			XP_028340509.1;	pcad:102978146;		ENSPCTT00005011512;				IPR007604;	
A0A4U1EVS5	A0A4U1EVS5_MONMO	POU4F3 EI555_005538	POU domain protein	Monodon monoceros (Narwhal) (Ceratodon monodon)	338	unreviewed	2.0					RWIC01000780;	ENSMMNT00015005425.1;				IPR001387;IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR032961;IPR000327;	
A0A4U1EWC0	A0A4U1EWC0_MONMO	HMX2 EI555_008897	H6 family homeobox 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	273	unreviewed	2.0					RWIC01000750;	ENSMMNT00015032257.1;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A4U1FFM3	A0A4U1FFM3_MONMO	RPL38 EI555_004420	60S ribosomal protein L38	Monodon monoceros (Narwhal) (Ceratodon monodon)	70	unreviewed	2.0					RWIC01000199;	ENSMMNT00015022696.1;				IPR002675;IPR038464;	
A0A4U1FK61	A0A4U1FK61_MONMO	NKX3-2 EI555_005999	NK3 homeobox 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	327	unreviewed	2.0					RWIC01000087;	ENSMMNT00015012382.1;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A4U1FT40	A0A4U1FT40_MONMO	FOXI1 EI555_003051	Forkhead box I1	Monodon monoceros (Narwhal) (Ceratodon monodon)	378	unreviewed	2.0					RWIC01000028;	ENSMMNT00015009714.1;				IPR001766;IPR033065;IPR018122;IPR030456;IPR036388;IPR036390;	
A0A2U3V994	A0A2U3V994_TURTR	GRXCR2	glutaredoxin domain-containing cysteine-rich protein 2	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	246	unreviewed	1.0		101318355;	XP_004328820.1;			ENSTTRT00000016709;				IPR033023;IPR036410;	
A0A2Y9EHZ2	A0A2Y9EHZ2_PHYMC	CLRN2	clarin-2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	232	unreviewed	1.0		102995126;	XP_007101942.1;	pcad:102995126;		ENSPCTT00005024450;				IPR026748;	
A0A2Y9EZ93	A0A2Y9EZ93_PHYMC	LHFPL5	LHFPL tetraspan subfamily member 5 protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	219	unreviewed	1.0		102994796;	XP_007110852.1;	pcad:102994796;		ENSPCTT00005028044;				IPR019372;	
A0A2Y9FJ26	A0A2Y9FJ26_PHYMC	GRXCR2	glutaredoxin domain-containing cysteine-rich protein 2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	246	unreviewed	1.0		102995040;	XP_007122684.1;	pcad:102995040;		ENSPCTT00005003240;				IPR033023;IPR036410;	
A0A2Y9FLT4	A0A2Y9FLT4_PHYMC	FOXI1	forkhead box protein I1 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	378	unreviewed	1.0		102992012;	XP_007125626.1;	pcad:102992012;		ENSPCTT00005002849;				IPR001766;IPR033065;IPR018122;IPR030456;IPR036388;IPR036390;	
A0A2Y9N0M7	A0A2Y9N0M7_DELLE	CLRN2	clarin-2	Delphinapterus leucas (Beluga whale)	232	unreviewed	1.0			XP_022422858.1;	dle:111171561;		ENSDLET00000022868;				IPR026748;	
A0A2Y9N7I0	A0A2Y9N7I0_DELLE	LRIG3	leucine-rich repeats and immunoglobulin-like domains protein 3 isoform X1	Delphinapterus leucas (Beluga whale)	1119	unreviewed	1.0			XP_022427372.1;	dle:111173814;		ENSDLET00000006593;				IPR000483;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR001611;IPR003591;IPR032675;	
A0A2Y9NLN8	A0A2Y9NLN8_DELLE	TPRN	taperin	Delphinapterus leucas (Beluga whale)	751	unreviewed	1.0			XP_022433781.1;	dle:111176986;		ENSDLET00000021846;				IPR025903;IPR025907;IPR026671;IPR033359;	
A0A4U1EUE4	A0A4U1EUE4_MONMO	GRXCR2 EI555_005544	Glutaredoxin and cysteine rich domain containing 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	246	unreviewed	1.0					RWIC01000780;	ENSMMNT00015005100.1;				IPR033023;IPR036410;	
A0A4U1EXM8	A0A4U1EXM8_MONMO	CLRN2 EI555_017575	Clarin 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	232	unreviewed	1.0					RWIC01000692;	ENSMMNT00015011064.1;				IPR026748;	
A0A4U1FNM8	A0A4U1FNM8_MONMO	TPRN EI555_013243	Taperin	Monodon monoceros (Narwhal) (Ceratodon monodon)	751	unreviewed	1.0					RWIC01000047;	ENSMMNT00015030779.1;				IPR025903;IPR025907;IPR026671;IPR033359;	
